identifier,label,set
MTR_PSEAB,0,train
GMHA_PSEAB,0,train
NASLL_PSEAE,0,train
KU_PSEAE,0,train
CNTI_PSEAB,0,train
IDH_PSEAB,0,train
NHAP_PSEAE,0,train
NORB_PSEAE,0,train
PCTC_PSEAE,0,train
TRPO_PSEAE,0,train
NQOR_PSEAE,0,train
OADC_PSEAE,0,train
PILS_PSEAE,0,train
RS21_PSEAE,0,train
RUBR1_PSEAE,0,train
SYFA_PSEAE,0,train
TSI2_PSEAE,0,train
PPK1_PSEAI,0,train
PQSE_PSEAE,0,train
STHA_PSEAE,0,train
PORB_PSEAE,0,train
RMD_PSEAE,0,train
RSGA_PSEAE,0,train
PHS_PSEAB,0,train
SAHH_PSEAE,0,train
PA1L_PSEAE,0,train
RMLC_PSEAE,0,train
SYQ_PSEAE,0,train
MTP7_PSEAI,0,train
RISB_PSEAB,0,train
SYDND_PSEAE,0,train
PQSH_PSEAB,0,train
PQSC_PSEAE,0,train
PSTS_PSEAI,0,train
RL32_PSEAE,0,train
MUCA_PSEAE,0,train
PCHR_PSEAE,0,train
PHOP_PSEAE,0,train
PIGA_PSEAE,0,train
GSPL_PSEAE,0,train
LPXA_PSEA7,0,train
LDC_PSEAE,0,train
LPTD_PSEAE,0,train
NAGZ_PSEAE,0,train
PHZA2_PSEAE,0,train
HEM2_PSEAE,0,train
LSPA_PSEAE,0,train
LPXH_PSEAE,0,train
NQRED_PSEAE,0,train
PHNB_PSEAE,0,train
LCDH_PSEAE,0,train
HYDA_PSEAE,0,train
IMPA_PSEAE,0,train
MURG_PSEAE,0,train
MVFR_PSEAE,0,train
PPBL_PSEAI,0,train
DHE2_PSEAE,0,train
FTSK_PSEAE,0,train
GATA_PSEAE,0,train
IVY_PSEAE,0,train
IPYR_PSEAE,0,train
KINB_PSEAI,0,train
LYSC_PSEAE,0,train
MTDTR_PSEAE,0,train
IF1_PSEAE,0,train
MASZ_PSEAE,0,train
LOLA_PSEAE,0,train
PHUZ_BPPA3,0,train
PHOU_PSEAE,0,train
MUPP_PSEAE,0,train
MAJE_PSEAE,0,train
PFES_PSEAE,0,train
PHNW_PSEAE,0,train
PPSA_PSEAB,0,train
SUTA_PSEAB,0,train
RL33_PSEAE,0,train
RS20_PSEAE,0,train
PK21A_PSEAE,0,train
P5CR_PSEAE,0,train
PHZS_PSEAE,0,train
OXODE_PSEAE,0,train
PRTR_PSEAE,0,train
LNT_PSEAE,0,train
MIAA_PSEAE,0,train
MEXR_PSEAE,0,train
PBPA_PSEAE,0,train
RNPH_PSEAE,0,train
SSB_PSEAE,0,train
MERA_PSEAI,0,train
NIRQ_PSEAE,0,train
PANE_PSEAE,0,train
MLIC_PSEAE,0,train
PHEC_PSEAE,0,train
PSCE_PSEAE,0,train
PMRB_PSEAE,0,train
PORP_PSEAE,0,train
PVDQ_PSEAE,0,train
MUCB_PSEAE,0,train
NADD_PSEAE,0,train
PPRB_PSEAE,0,train
RHLA_PSEAE,0,train
AACC1_PSEAI,0,train
KDSB_PSEAE,0,train
MEXA_PSEAE,0,train
MURD_PSEAE,0,train
AMPC_PSEAE,0,train
DSBA_PSEAE,0,train
DSBE_PSEAE,0,train
LPXC_PSEAE,0,train
CDHR_PSEAE,0,train
MERT_PSEAI,0,train
EXSA_PSEAE,0,train
HPAC_PSEAE,0,train
KDSD_PSEAE,0,train
FLID2_PSEAE,0,train
LASR_PSEAE,0,train
CBPD_PSEAB,0,train
FPVA_PSEAE,0,train
LOGH_PSEAE,0,train
CSY2_PSEAB,0,train
ILVE_PSEAE,0,train
LDCA_PSEAE,0,train
CYSH_PSEAE,0,train
FM12_PSEAI,0,train
GATB_PSEAE,0,train
EFTU_PSEAE,0,train
ENO_PSEAB,0,train
IHFA_PSEAE,0,train
HUTU_PSEAE,0,train
ATSE3_PSEAE,0,train
DPO3B_PSEAE,0,train
GLN1B_PSEAE,0,train
HCNC_PSEAE,0,train
CHEB1_PSEAE,0,train
CLPV1_PSEAE,0,train
FTSI_PSEAE,0,train
GSA_PSEAE,0,train
ACCC_PSEAE,0,train
5NTD_PSEAE,0,train
ALGF_PSEAE,0,train
FMP1_PSEAI,0,train
FLEQ_PSEAE,0,train
GSPN_PSEAE,0,train
HCP1_PSEAE,0,train
ILVC_PSEAE,0,train
HDAH_PSEAE,0,train
FDC_PSEAE,0,train
CCMH_PSEAE,0,train
FABI_PSEAE,0,train
FOLD_PSEAE,0,train
FLICB_PSEAE,0,train
EXSC_PSEAE,0,train
GBUA_PSEAE,0,train
ALG8_PSEAE,0,train
GSPK_PSEAE,0,train
GAP2_PSEAB,0,train
EXSB_PSEAE,0,train
FOSA_PSEAE,0,train
ALGH_PSEAE,0,train
FDHE_PSEAE,0,train
ACEA_PSEAE,0,train
AROC_PSEA8,0,train
ANMK_PSEAE,0,train
ESTA_PSEAE,0,train
COAX_PSEAE,0,train
DCTM_PSEAE,0,train
FLEN_PSEAE,0,train
FLDP_PSEAB,0,train
CDPD1_PSEAE,0,train
FETP_PSEAE,0,train
CSY3_PSEAB,0,train
DAUR_PSEAE,0,train
DBHB_PSEAE,0,train
FMNRE_PSEAE,0,train
AHPC_PSEAB,0,train
APEB_PSEAE,0,train
ASPQ_PSEAE,0,train
CY550_PSEAE,0,train
BLO15_PSEAI,0,train
FAN1_PSEAE,0,train
BAUD_PSEAE,0,train
DCTP_PSEAE,0,train
FABY_PSEAE,0,train
PSCG_PSEAE,0,train
RURE_PSEAE,0,train
UBIX_PSEAE,0,train
RPSH_PSEAE,0,train
SUCD_PSEAE,0,train
TSI7_PSEAE,0,train
Y049_PSEAE,0,train
RUVB_PSEAE,0,train
RECR_PSEAE,0,train
PVDA_PSEAE,0,train
Y3332_PSEAE,0,train
SUCC_PSEAE,0,train
SYP_PSEAE,0,train
Y3463_PSEAE,0,train
Y3316_PSEAB,0,train
WBPB_PSEAE,0,train
TSSA1_PSEAE,0,train
TSSB1_PSEAE,0,train
TSSE1_PSEAE,0,train
ZAPA_PSEAE,0,train
TOXR_PSEAE,0,train
TSSC1_PSEAE,0,train
TSI6_PSEAE,0,train
TSI1_PSEAE,0,train
Y4991_PSEAE,0,train
TSSK1_PSEAE,0,train
TSE7_PSEAE,0,train
Y3435_PSEAE,0,train
TONB_PSEAE,0,train
TRMD_PSEAB,0,train
TOLA_PSEAE,0,train
TSE1_PSEAE,0,train
VGR1C_PSEAE,0,train
WBPD_PSEAE,0,train
UGND_PSEAE,0,train
Y2077_PSEAB,0,train
SULA_PSEAE,0,train
Y807_PSEAB,0,train
Y4738_PSEAE,0,train
YCLC_PSEAI,0,train
THRH_PSEAE,0,train
TSSF1_PSEAE,0,train
Y213_PSEAB,0,train
Y1727_PSEAE,0,train
TGPA_PSEAE,0,train
TAGJ_PSEAE,0,train
RIMM_PSEAE,0,train
RNT_PSEAE,0,train
ODP2_PSEAE,0,train
PDXY_PSEAE,0,train
RPIA_PSEAE,0,train
TSI3_PSEAE,0,train
RL25_PSEAB,0,train
SSUD_PSEAE,0,train
PDXJ_PSEAB,0,train
PHNA_PSEAE,0,train
PMPR_PSEAE,0,train
PORD_PSEAE,0,train
TAS1_PSEAB,0,train
SYE_PSEAE,0,train
T2P7_PSEAI,0,train
VGR2B_PSEAE,0,train
PHZM_PSEAE,0,train
PTA_PSEAE,0,train
TRMJ_PSEAB,0,train
TSE3_PSEAE,0,train
RLPA_PSEAB,0,train
AMPR_PSEAE,0,train
MONAL_PSEE4,0,train
APRA_PSEE4,0,train
AGUA_CELJU,0,train
ARBA_CELJU,0,train
KYNU_PSEFL,0,train
PHLD_PSEF5,0,train
MANA_CELJU,0,train
PHNHY_PSEFL,0,train
HAPMO_PSEFL,0,train
DLDH_PSEFL,0,train
PRNB_PSEFL,0,train
XY10C_CELJA,0,train
HCHL_PSEFL,0,train
6HN3M_PSEFL,0,train
XY11A_CELJA,0,train
AK_PSEFS,0,train
CE2A_CELJU,0,train
3HAO_PSEFL,0,train
MAND_CELJU,0,train
OL4AG_CELJU,0,train
BZNB_PSEFL,0,train
PHZG_PSEFL,0,train
MDCC_PSEF5,0,train
PHZF_PSEFL,0,train
STYC_PSEFL,0,train
PRXC_PSEFL,0,train
LIPA_PSEFL,0,train
PLTE_PSEF5,0,train
MAN5_CELJU,0,train
NUOI_PSEFL,0,train
PHAZ_PSEFL,0,train
GAL_PSEFL,0,train
GLCAL_PSEFL,0,train
GUNB_CELJU,0,train
EST2_PSEFL,0,train
GUNC_CELJU,0,train
SFNF_PSEPF,0,train
XYNC_CELJU,0,train
STYA_PSEFL,0,train
XYNA_CELJU,0,train
TSDA_PSYA2,0,train
HIS1_PSYA2,0,train
HISZ_PSYA2,0,train
DHMA_PSYCK,0,train
GLYA_PSYIN,0,train
CYAY_PSYIN,0,train
HMP_CUPNH,0,train
ADH_CUPNH,0,train
NAPA_CUPNH,0,train
RBL1C_CUPNE,0,train
PHAB_CUPNH,0,train
HEMN_CUPNH,0,train
MBHS_CUPNH,0,train
NAPB_CUPNH,0,train
SAUS_CUPNH,0,train
PRPC_CUPNE,0,train
MBHL_CUPNH,0,train
HOXF_CUPNH,0,train
MHPB_CUPNE,0,train
PHAC_CUPNH,0,train
HOXH_CUPNH,0,train
ACOC_CUPNH,0,train
ACOR_CUPNH,0,train
ACOB_CUPNH,0,train
ACOA_CUPNH,0,train
GPHC_CUPNH,0,train
KPPR2_CUPNH,0,train
TAUE_CUPNH,0,train
PRPF_CUPNE,0,train
HYPE_CUPNH,0,train
PDXA2_CUPNH,0,train
OTNK_CUPNH,0,train
RBSC_CUPNE,0,train
HOXN_CUPNH,0,train
LDH_CUPNH,0,train
FDHD_CUPNH,0,train
HOXY_CUPNH,0,train
BKTB_CUPNH,0,train
SAUT_CUPNH,0,train
CZCD_CUPMC,0,train
T23O_CUPMC,0,train
ATR_CUPMC,0,train
KYNB_CUPMC,0,train
TALY_CUPMC,0,train
COPK_CUPMC,0,train
CZCS_CUPMC,0,train
CNRY_CUPMC,0,train
CNRH_CUPMC,0,train
CZCB_CUPMC,0,train
CZCC_CUPMC,0,train
SODM_CUPMC,0,train
CHRA1_CUPMC,0,train
CNRR_CUPMC,0,train
CNRB_CUPMC,0,train
CNRA_CUPMC,0,train
CZCI_CUPMC,0,train
CNRC_CUPMC,0,train
CHRB1_CUPMC,0,train
PRZN_RENSA,0,train
ARAD_RHILW,0,train
RLPMH_RHIL3,0,train
GLND_RHILV,0,train
TFXA_RHILT,0,train
ACPXL_RHILV,0,train
LOVHK_RHIL3,0,train
RGTA_RHIL3,0,train
HYPB_RHILV,0,train
RGTE_RHIL3,0,train
MCTP_RHIL3,0,train
OM3A_RHILV,0,train
PCS_RHIL3,0,train
GLNA3_RHILP,0,train
PSSM_RHILV,0,train
URE3_RHILV,0,train
NODO_RHILV,0,train
NODF_RHILV,0,train
RHIA_RHILV,0,train
RIBN_RHIL3,0,train
RAPA2_RHIL3,0,train
BAH_RHOER,0,train
AAM_RHOER,0,train
ARC_RHOER,0,train
LIMC_RHOER,0,train
NHAA_RHOER,0,train
LIMA_RHOER,0,train
MLHB_RHOER,0,train
AMID_RHOER,0,train
NHAB_RHOER,0,train
LIMB_RHOER,0,train
AQDC1_RHOER,0,train
MNO_RHOER,0,train
THCC_RHOER,0,train
AQDB2_RHOER,0,train
AQDA2_RHOER,0,train
AQDR_RHOER,0,train
DCTP_RHOFT,0,train
MTXAW_RHOBA,0,train
DEHA_RHOPA,0,train
CYPA2_RHOPA,0,train
C556_RHOPA,0,train
4HBCL_RHOPA,0,train
GMHBB_RHOPA,0,train
LHA2_RHOPA,0,train
RS12_RHOPA,0,train
RS4_RHOPA,0,train
RL5_RHOPA,0,train
RL30_RHOPA,0,train
RL1_RHOPA,0,train
RS5_RHOPA,0,train
HPNP_RHOPT,0,train
ARSM_RHOPA,0,train
AADR_RHOPA,0,train
RS9_RHOPA,0,train
RL14_RHOPA,0,train
RL25_RHOPA,0,train
RL22_RHOPA,0,train
RS18_RHOPA,0,train
RS19_RHOPA,0,train
RL28_RHOPA,0,train
RL2_RHOPA,0,train
RL21_RHOPA,0,train
RS15_RHOPA,0,train
RL36_RHOPA,0,train
MDH_RHOPA,0,train
PCKA_RHOPA,0,train
RL15_RHOPA,0,train
RL18_RHOPA,0,train
RS17_RHOPA,0,train
RL33_RHOPA,0,train
RS7_RHOPA,0,train
RS3_RHOPA,0,train
PK21_RHOPA,0,train
RL11_RHOPA,0,train
RL16_RHOPA,0,train
RPAI_RHOPA,0,train
RS13_RHOPA,0,train
RL20_RHOPA,0,train
HPNE_RHOPA,0,train
FENR_RHOPA,0,train
FER1_RHOPA,0,train
RL3_RHOPA,0,train
RL35_RHOPA,0,train
RS2_RHOPA,0,train
Y323_RHOPA,0,train
RL9_RHOPA,0,train
Y1785_RHOPA,0,train
Y152_RHOPA,0,train
RS21_RHOPA,0,train
RL13_RHOPA,0,train
RL17_RHOPA,0,train
RL27_RHOPA,0,train
RL4_RHOPA,0,train
RL6_RHOPA,0,train
RPAR_RHOPA,0,train
RS16_RHOPA,0,train
RS6_RHOPA,0,train
PNTAA_RHORT,0,train
COOS_RHORU,0,train
DRAG_RHORU,0,train
NIFH_RHORU,0,train
PHAJ_RHORT,0,train
RCEM_RHORU,0,train
RCEL_RHORU,0,train
LHB_RHORT,0,train
LHA_RHORU,0,train
CYCP_RHORT,0,train
MTNA_RHORT,0,train
RLP_RHORT,0,train
MTAP_RHORT,0,train
PNTB_RHORT,0,train
COQ7_RHORT,0,train
RCOM_RHORT,0,train
DRAT_RHORU,0,train
COWN_RHORT,0,train
COOF_RHORU,0,train
FER2_RHORU,0,train
THIO_RHORU,0,train
UBIL_RHORT,0,train
CPXJ_SACEN,0,train
ERYC3_SACEN,0,train
CHIT_SACEN,0,train
ERME_SACEN,0,train
TRYP_SACER,0,train
MIBS_SACEN,0,train
RNST_SACER,0,train
GPPMT_SACEN,0,train
CBP_SACER,0,train
SALL_SALTO,0,train
IBP1_SHEFN,0,train
DEOC_SHEHH,0,train
PHNY_RHIME,0,train
HYUC_RHIML,0,train
BLUB_RHIME,0,train
MCM_RHIME,0,train
ARREH_RHIME,0,train
FIXL_RHIME,0,train
FIXJ_RHIME,0,train
HYDRA_RHIML,0,train
AAT_RHIME,0,train
FIXN_RHIME,0,train
HGD_RHIME,0,train
FUMC_RHIME,0,train
GLPK_RHIME,0,train
P4H_RHIME,0,train
DCTB_RHIME,0,train
NDVB_RHIME,0,train
BIOS_RHIME,0,train
AGPA_RHIME,0,train
DAPAL_RHIML,0,train
NODA_RHIME,0,train
PRSD_RHIME,0,train
STCD_RHIME,0,train
MSRA3_RHIME,0,train
PRSE_RHIME,0,train
SODF_RHIME,0,train
MI2D_RHIME,0,train
COXZ_RHIME,0,train
FRCB_RHIML,0,train
CH105_RHIME,0,train
DCTA_RHIME,0,train
FRCC_RHIML,0,train
EXOK_RHIME,0,train
FRCA_RHIML,0,train
EXSH_RHIME,0,train
Y0793_RHIME,0,train
RPOA_RHIME,0,train
CH60_SODGM,0,train
PTLH_STRAW,0,train
PTLD_STRAW,0,train
PTLE_STRAW,0,train
CCR_STRAW,0,train
PTLF_STRAW,0,train
PTLA_STRAW,0,train
MEGL_STRAW,0,train
RHA78_STRAW,0,train
PTLI_STRAW,0,train
MQNX_STRAW,0,train
EBDG_STRAW,0,train
HPPD_STRAW,0,train
NFI_STRAW,0,train
DNCV_VIBCH,0,train
MARTX_VIBCH,0,train
HLYA_VIBCH,0,train
CHTB_VIBCH,0,train
FABV1_VIBCH,0,train
HUTZ_VIBCH,0,train
DHAS2_VIBCH,0,train
LIP_VIBCH,0,train
CGAP3_VIBCH,0,train
NAGA_VIBCH,0,train
APBE_VIBC3,0,train
CANSD_VIBCH,0,train
CHXA_VIBCL,0,train
CDPA_VIBCH,0,train
CSPV_VIBCH,0,train
CQSS_VIBCH,0,train
CQSA_VIBCH,0,train
CDPD1_VIBCH,0,train
KDSA_VIBC3,0,train
LAMB_VIBCH,0,train
NADE_VIBCH,0,train
ALR_VIBCH,0,train
NHAP2_VIBC3,0,train
HIGA2_VIBCH,0,train
NHAB_VIBCH,0,train
DAPE_VIBCH,0,train
BTUF_VIBC3,0,train
KTHY_VIBCH,0,train
NQRA_VIBC3,0,train
TCPF_VIBCH,0,train
PUR5_VIBCH,0,train
PTH_VIBC3,0,train
SIAQ_VIBCH,0,train
TCPN_VIBC3,0,train
PYRE_VIBCH,0,train
RNFB_VIBC3,0,train
RPOB_VIBCH,0,train
AROB_VIBCH,0,train
CDD_VIBCH,0,train
GSPM_VIBCH,0,train
GSPC_VIBCH,0,train
HSCB_VIBCH,0,train
HIGB1_VIBCH,0,train
MURB_VIBCH,0,train
HIS5_VIBCH,0,train
PDXB_VIBCH,0,train
PNCB_VIBCH,0,train
OMPV_VIBCH,0,train
PIMT_VIBC3,0,train
RNFA_VIBC3,0,train
LUXO_VIBCH,0,train
NANE_VIBCH,0,train
MSBA_VIBCH,0,train
NCPP_VIBCH,0,train
PYRF_VIBCH,0,train
RNFD_VIBC3,0,train
ADD_VIBCH,0,train
DRNE_VIBCH,0,train
FTSB_VIBCH,0,train
HIGB2_VIBCH,0,train
LUXO_VIBC3,0,train
HFQ_VIBCH,0,train
CRYD_VIBCH,0,train
GSPH_VIBCH,0,train
CHELT_VIBCL,0,train
GBPA_VIBCH,0,train
GSPG_VIBCH,0,train
HEM3_VIBCH,0,train
ACYP_VIBC3,0,train
FABF_VIBCH,0,train
HUTX_VIBCH,0,train
HUTG_VIBCH,0,train
FABH2_VIBCH,0,train
HSTN_VIBCL,0,train
DCDA_VIBCH,0,train
G6PI_VIBCH,0,train
CGAP2_VIBCH,0,train
GSPL_VIBCH,0,train
DSBA_VIBCH,0,train
FADR_VIBCH,0,train
ACPS_VIBCH,0,train
CAPV_VIBCH,0,train
FMT_VIBCH,0,train
CDPD2_VIBCH,0,train
AROE_VIBCH,0,train
DGC_VIBC3,0,train
TIG_VIBCH,0,train
TCPT_VIBCH,0,train
QUEF_VIBCH,0,train
UNG_VIBCH,0,train
SLMA_VIBCH,0,train
SIAP_VIBCH,0,train
VIUB_VIBC3,0,train
TRMYL_VIBCH,0,train
ZOT_VIBCH,0,train
VIBB_VIBCH,0,train
VDCA_VIBCH,0,train
VSPR_VIBCH,0,train
YCGRL_VIBCH,0,train
